id,tier,score,company_name,website,city,state,main_phone,public_business_email,decision_maker,decision_maker_email,num_locations,services,why_they_qualify,likely_vendors,current_shop_software,personalization_point,source_urls,data_confidence,outreach_status,reply_status,next_action
106,B,6,Crossroads Fleet,crfleet.com,Kansas City,MO,,,,,1,"Truck repair shop plus mobile services within a 100-mile radius","Runs both a fixed shop and mobile services across a 100-mile radius from Kansas City.","(no public evidence)","(no public evidence)","Runs a Kansas City repair shop plus mobile services covering a 100-mile radius.",https://www.crfleet.com/repair | https://www.crfleet.com/services/mobile-services,"Name/city/services: search-verified. Phone/email: NOT VERIFIED.",Not started,,Verify phone; find owner name
107,B,6,Bill's Truck Repair & Body Shop,billstruckstl.com,St. Louis,MO,314-739-8860,,,,1,"Complete truck and trailer repairs and maintenance for commercial fleets; body shop; diesel and gasoline trucks","Runs both a mechanical shop AND a body shop — two distinct vendor channels with different return and credit rules.","(no public evidence)","(no public evidence)","Runs both mechanical repair and a body shop for diesel and gasoline trucks and tractor trailers in St. Louis.",https://billstruckstl.com/diesel-and-gasoline-trucks-tractor-trailers-service-and-repairs-st-louis/,"Name/city/phone/services: search-verified. Email: NOT VERIFIED.",Not started,,Verify phone; find owner name
108,B,6,Truck & Trailer Repair of St. Louis,truckrepairstlouis.com,St. Louis,MO,,,,,1,"Fleet maintenance and repair; truck and trailer","Fleet maintenance and repair serving the St. Louis metro, a major Mississippi River freight hub.","(no public evidence)","(no public evidence)","NEEDS RESEARCH — no specific detail surfaced in search. Do not send until a real personalization point is found.",https://truckrepairstlouis.com/,"Name/city: search-verified. Everything else: NOT VERIFIED.",Not started,,Research site for bays/tenure/services before contacting
109,B,6,Superior Truck & Trailer Repair,superiortruckandtrailer.net,Louisville,KY,,,,,1,"Mobile truck and trailer repair; fleet maintenance; heavy-duty diesel mechanics","Fleet maintenance operation in Louisville — a major air and ground logistics hub (UPS Worldport).","(no public evidence)","(no public evidence)","Heavy-duty truck and trailer repair and fleet maintenance in the Louisville logistics hub.",https://superiortruckandtrailer.net/,"Name/city/services: search-verified. Phone/email: NOT VERIFIED.",Not started,,Verify phone; confirm fixed shop; find owner name
110,B,6,Mac's Diesel and Trailer Repair,macsdiesel.com,Louisville,KY,,,,,1,"Mobile truck repair; on-site repair and maintenance for fleet management; trailer repair","Diesel and trailer repair with on-site fleet maintenance in the Louisville logistics hub.","(no public evidence)","(no public evidence)","Provides on-site repair and maintenance for fleet managers across Louisville.",https://macsdiesel.com/mobile-services/,"Name/city/services: search-verified. Phone/email: NOT VERIFIED.",Not started,,Verify phone; confirm fixed shop; find owner name
111,B,6,GF Truck & Trailer Repair,gftruckservices.com,Jacksonville,FL,,,,,1,"Semi truck repair; commercial trucks; heavy duty trucks; all diesel engines","All-diesel-engine servicing implies a broad multi-vendor parts mix; Jacksonville is a major port and I-95 freight hub.","(no public evidence)","(no public evidence)","Services all diesel engines across semi, commercial and heavy-duty trucks in Jacksonville.",https://gftruckservices.com/,"Name/city/services: search-verified. Phone/email: NOT VERIFIED.",Not started,,Verify phone; find owner name
112,B,6,All Truck Service,alltruckservice.com,Jacksonville,FL,(904) 312-0645,,,,1,"Emergency mobile truck repair; roadside assistance; heavy duty trucks, semi-trucks, trailers, buses, RVs","Broad vehicle mix (semi through bus and RV) means a broad vendor set and more reconciliation surface.","(no public evidence)","(no public evidence)","Covers heavy-duty trucks, semis, trailers, buses and RVs across the Jacksonville area.",https://www.alltruckservice.com/,"Name/city/phone/services: search-verified. Email: NOT VERIFIED.",Not started,,Verify phone; confirm fixed shop; find owner name
113,B,6,Jax Truck Works Company,jaxtruckworkscompany.com,Jacksonville,FL,,,,,1,"RV and semi truck repair services","Semi truck and RV repair in the Jacksonville port and I-95 freight corridor.","(no public evidence)","(no public evidence)","NEEDS RESEARCH — no specific detail surfaced in search. Do not send until a real personalization point is found.",https://jaxtruckworkscompany.com/rv-semi-truck-repair-services-in-jacksonville-fl/,"Name/city: search-verified. Everything else: NOT VERIFIED.",Not started,,Research site for bays/tenure/services before contacting
114,B,6,Certified Fleet Services,certifiedfleetservices.com,Tampa,FL,,,,,Multi,"Diesel truck repairs; fleet services","Multi-location fleet services operation with a Tampa presence.","(no public evidence)","(no public evidence)","NEEDS RESEARCH — confirm location count and specifics before contacting.",https://certifiedfleetservices.com/locations/tampa/,"Name/city: search-verified. Everything else: NOT VERIFIED.",Not started,,Verify locations; research personalization point
115,B,6,Fleet Services of Utah,fleetservicesutah.com,Lindon,UT,,,,,1,"Light to heavy-duty truck repair; commercial fleet maintenance","Serves Utah County and the I-15 corridor with light-through-heavy-duty coverage and a fleet maintenance program.","(no public evidence)","(no public evidence)","Positioned in Lindon between Salt Lake City and Provo to cover Utah County and the I-15 corridor.",https://www.fleetservicesutah.com/,"Name/city/services/coverage: search-verified. Phone/email: NOT VERIFIED.",Not started,,Verify phone; find owner name
116,B,6,AMS Towing & Truck Repair,amstowing.com,Salt Lake City,UT,888-627-0688,,,,3,"Diesel truck repair; commercial truck repair; semi-tractor trailers; work trucks; medium and heavy duty; parts","Covers Salt Lake, Layton and Ogden with truck and trailer repair AND parts — a parts operation means distributor accounts and a second reconciliation surface.","Direct distributor accounts implied by parts operation","(no public evidence)","Covers Salt Lake, Layton and Ogden along I-15, I-84 and I-80 with both repair and parts.",https://amstowing.com/trucktrailerrepair.php,"Name/cities/phone/services: search-verified. Email: NOT VERIFIED.",Not started,,Verify phone; find owner name
117,B,6,On The Spot Truck Repair,otstr.com,Portland,OR,,,,,1,"Heavy-duty truck and trailer repairs; parts; used truck sales","Runs repair AND parts AND used truck sales — three revenue lines means multiple vendor accounts and complex credit flows.","Direct distributor accounts implied by parts operation","(no public evidence)","Combines heavy-duty truck and trailer repair with a parts business and used truck sales, minutes from Portland.",https://otstr.com/heavy-duty-truck-repair-portland/,"Name/city/services: search-verified. Phone/email: NOT VERIFIED.",Not started,,Verify phone; find owner name
118,B,6,S&T Truck Repair,snttruckrepair.com,Portland,OR,,,,,1,"Truck and trailer repair; complete trailer repair services; maintenance","Complete truck and trailer repair in the Portland I-5 freight corridor.","(no public evidence)","(no public evidence)","Provides complete trailer repair services alongside truck maintenance in Portland.",https://snttruckrepair.com/,"Name/city/services: search-verified. Phone/email: NOT VERIFIED.",Not started,,Verify phone; find owner name
119,B,6,Cummins Automotive & Diesel Service,cumminsautodiesel.com,Portland,OR,,,,,1,"Light, medium and heavy duty truck repair; diesel engine and injector diagnostics; ASE certified","Injector and diesel engine work carries high core values (injectors are commonly reman/core parts).","(no public evidence — note: independent shop, name is not the engine maker)","(no public evidence)","ASE-certified shop covering Class 1-8 with diesel engine and injector diagnostics near Portland.",https://cumminsautodiesel.com/truck-repair-city-portland-oregon-service-area-commercial-light-medium-heavy-duty-class-1-8-diesel-engine-injector-diagnostic-best-shop-mobile-roadside-onsite-mechanic-technician/,"Name/city/services: search-verified. Phone/email: NOT VERIFIED. CAUTION: verify this is an independent shop, not a Cummins dealer.",Not started,,VERIFY independence vs Cummins dealership before outreach
120,B,6,Tractor Trailer Mechanic (Portland),tractortrailermechanic.com,Portland,OR,,,,,1,"Truck and trailer repair; diesel mechanics","Truck and trailer repair in the Portland I-5 freight corridor.","(no public evidence)","(no public evidence)","NEEDS RESEARCH — no specific detail surfaced in search. Do not send until a real personalization point is found.",https://tractortrailermechanic.com/,"Name/city: search-verified. Everything else: NOT VERIFIED.",Not started,,Research site for bays/tenure/services before contacting
121,B,6,East TN Truck and Trailer Repair,truckrepairknoxville.com,Knoxville,TN,,,,,1,"Heavy-duty truck repair; trailer repair; 24 hour emergency repair","Heavy-duty truck and trailer repair with 24/7 coverage on the I-40/I-75 junction, a major national freight crossroads.","(no public evidence)","(no public evidence)","Runs 24-hour emergency heavy-duty truck and trailer repair at the I-40/I-75 junction in Knoxville.",https://truckrepairknoxville.com/ | https://truckrepairknoxville.com/24-hour-emergency-repair/,"Name/city/services: search-verified. Phone/email: NOT VERIFIED.",Not started,,Verify phone; find owner name
122,B,6,Chattanooga Truck Center,truckcenterchattanooga.com,Chattanooga,TN,,,,,1,"Truck and heavy equipment service","Services both trucks AND heavy equipment — equipment hydraulics add high-value cores on top of truck cores. Chattanooga is a major I-75/I-24 freight hub.","(no public evidence)","(no public evidence)","Positions as the top truck and heavy equipment service centre in the greater Chattanooga area.",https://www.truckcenterchattanooga.com/,"Name/city/services: search-verified. Phone/email: NOT VERIFIED.",Not started,,Verify phone; find owner name
123,B,6,Greensboro Onsite Truck Repair,greensborotruckrepair.com,Greensboro,NC,(336) 920-7604,,,,1,"Heavy-duty vehicle maintenance and repair; trailer repair; engine diagnostics and repair for diesel and petrol","Heavy-duty maintenance and trailer repair in Guilford County, on the I-40/I-85 Piedmont freight corridor.","(no public evidence)","(no public evidence)","Heavy-duty vehicle maintenance and trailer repair based in Guilford County.",https://greensborotruckrepair.com/,"Name/city/phone/services: search-verified. Email: NOT VERIFIED.",Not started,,Verify phone; confirm fixed shop; find owner name
124,B,6,Horizon Truck Repair,horizondieselrepair.com,El Paso,TX,,,,,1,"Heavy-duty truck repair; fleet maintenance services","Fleet maintenance in El Paso — a major US-Mexico border crossing with very high truck density.","(no public evidence)","(no public evidence)","Heavy-duty truck repair and fleet maintenance serving the El Paso border freight corridor.",https://horizondieselrepair.com/,"Name/city/services: search-verified. Phone/email: NOT VERIFIED.",Not started,,Verify phone; find owner name
125,B,6,P&M Truck Repair,pandmtruckservice.com,Oklahoma City,OK,(405) 551-3320,,,,1,"Diesel engine repair for semi trucks and heavy-duty trailers; 24/7 road service","Diesel engine specialists — engine work carries the highest core values in the industry.","(no public evidence)","(no public evidence)","Diesel engine specialists for semi trucks and heavy-duty trailers in Oklahoma City.",https://pandmtruckservice.com/,"Name/city/phone/services: search-verified. Email: NOT VERIFIED.",Not started,,Verify phone; find owner name
126,B,6,Truck-N-Trailer Service Center,oktruckrepair.com,Oklahoma City,OK,,,,,1,"Commercial delivery truck maintenance; truck and trailer service","Family owned and operated commercial truck and trailer service centre in Oklahoma City.","(no public evidence)","(no public evidence)","Family owned and operated service centre dedicated to maintaining commercial delivery trucks.",https://oktruckrepair.com/,"Name/city/ownership: search-verified. Phone/email: NOT VERIFIED.",Not started,,Verify phone; find owner name
127,B,6,Grace and Gears Automotive,graceandgearsautomotive.com,Alvin,TX,,,,,1,"Medium/heavy-duty service; hydraulic services and repairs; diesel and automotive repair","Veteran-owned and family-operated with 25+ years of diesel experience. Hydraulic repair carries high-value cores distinct from truck parts.","(no public evidence)","(no public evidence)","Veteran-owned and family-operated with more than 25 years of diesel and automotive repair experience, doing hydraulic work in-house.",https://www.graceandgearsautomotive.com/medium-heavy-duty-service/hydraulic-services-repairs,"Name/city/ownership/tenure/services: search-verified. Phone/email: NOT VERIFIED.",Not started,,Verify phone; find owner name
128,B,6,AM PM Diesel Service,ampmdieselsvcs.com,Various,TX,,,,,Multi,"Heavy equipment repair; diesel service across TX and OK","Covers both Texas and Oklahoma with heavy equipment repair — hydraulic cores plus truck cores across two states.","(no public evidence)","(no public evidence)","Covers heavy equipment repair across both Texas and Oklahoma.",https://www.ampmdieselsvcs.com/services/heavy-equipment-repair,"Name/states/services: search-verified. City/phone/email/locations: NOT VERIFIED.",Not started,,Determine HQ city and locations; verify phone
129,B,6,Integrity Fleet Services,integrityfleet.us,Various,US,,,,,Multi,"Heavy equipment repair; fleet services","Heavy equipment repair adds high-value hydraulic cores alongside standard fleet work.","(no public evidence)","(no public evidence)","NEEDS RESEARCH — confirm HQ location and size before contacting.",https://www.integrityfleet.us/services/heavy-equipment-repair,"Name/services: search-verified. Location/phone/email: NOT VERIFIED.",Not started,,Determine HQ city/state and size; research personalization point
130,B,6,Quality Fleet Services,UNKNOWN,New Orleans,LA,,,,,1,"Full service mobile repair and diagnostics; preventative maintenance; DOT inspections; DPF systems; SCR systems; transmission repair; trailer repair","DPF and SCR aftertreatment plus transmission repair — three of the highest core-value categories in heavy-duty.","(no public evidence)","(no public evidence)","Covers DPF and SCR aftertreatment systems plus transmission and trailer repair across greater New Orleans.",https://www.findtruckservice.com/Semi/Mobile/Truck+Repair/LA/New+Orleans/,"Name/city/services: from directory listing. Website: NOT FOUND. Phone/email: NOT VERIFIED.",Not started,,Find website and phone; confirm fixed shop
131,B,6,SOS Truck Repair NOLA,sostruckrepairnola.com,New Orleans,LA,,,,,1,"Heavy duty truck repair; mobile truck repair; trailer repair; 24 hour roadside; diesel shop","Runs both a diesel shop and mobile service in the New Orleans port freight corridor.","(no public evidence)","(no public evidence)","Runs a diesel shop alongside mobile truck and trailer repair with 24-hour roadside in New Orleans.",https://sostruckrepairnola.com/,"Name/city/services: search-verified. Phone/email: NOT VERIFIED.",Not started,,Verify phone; find owner name
132,B,6,Truck and Trailer Repair LLC,truckandtrailerrepair-al.com,Bessemer,AL,,,,,1,"Diesel truck repair; truck and trailer repair; serving Birmingham to Tuscaloosa","Diesel truck and trailer repair covering the Birmingham-Tuscaloosa I-20/I-59 corridor.","(no public evidence)","(no public evidence)","Covers the corridor from Birmingham to Tuscaloosa from a Bessemer base.",https://truckandtrailerrepair-al.com/diesel-truck-repair,"Name/city/coverage/services: search-verified. Phone/email: NOT VERIFIED.",Not started,,Verify phone; find owner name
133,B,6,4L Truck & Trailer,4ltruckandtrailer.com,Childersburg,AL,,,,,1,"Mobile truck repair; truck and trailer repair; 50 mile mobile radius","Truck and trailer repair with a 50-mile mobile radius in central Alabama.","(no public evidence)","(no public evidence)","Runs truck and trailer repair with a 50-mile mobile radius from Childersburg.",https://www.4ltruckandtrailer.com/services/mobile-truck-repair,"Name/city/services: search-verified. Phone/email: NOT VERIFIED.",Not started,,Verify phone; confirm fixed shop; find owner name
134,B,6,Omaha RPM Truck & Trailer Repair,omahamobiletruckrepair.com,Omaha,NE,(402) 821-0216,,,,1,"Truck and trailer repair services","Truck and trailer repair in the Omaha I-80 freight corridor.","(no public evidence)","(no public evidence)","NEEDS RESEARCH — no specific detail beyond services surfaced. Do not send until a real personalization point is found.",https://omahamobiletruckrepair.com/,"Name/city/phone: search-verified. Everything else: NOT VERIFIED.",Not started,,Confirm fixed shop vs mobile-only; research personalization point
135,B,6,Bascom Truck & Auto,bascomtruckandauto.com,Des Moines,IA,,,,,1,"Full service truck and trailer repair","Full-service truck and trailer repair in the Des Moines I-80/I-35 crossroads.","(no public evidence)","(no public evidence)","NEEDS RESEARCH — no specific detail surfaced in search. Do not send until a real personalization point is found.",https://bascomtruckandauto.com/full-service-repair/,"Name/city: search-verified. Everything else: NOT VERIFIED.",Not started,,Research site for bays/tenure/services before contacting
136,B,6,Santin Auto & Truck Repair Center,santinautomotive.com,San Antonio,TX,,,,,1,"Semi truck and diesel repair; automotive","Complete semi truck and diesel repair in the San Antonio freight market.","(no public evidence)","(no public evidence)","Runs a combined auto and truck repair centre doing complete semi truck and diesel work in San Antonio.",https://www.santinautomotive.com/semi-truck-and-diesel-repair,"Name/city/services: search-verified. Phone/email: NOT VERIFIED.",Not started,,Verify phone; confirm heavy-duty share of business
137,B,6,Houston TX Truck Repair,houstontxtruckrepair.com,Houston,TX,,,,,1,"Truck and trailer service","Truck and trailer service in the Houston port and I-10 freight corridor.","(no public evidence)","(no public evidence)","NEEDS RESEARCH — no specific detail surfaced in search. Do not send until a real personalization point is found.",https://www.houstontxtruckrepair.com/,"Name/city: search-verified. Everything else: NOT VERIFIED.",Not started,,Research site for bays/tenure/services before contacting
138,B,6,Texas Truck Repair,texastruck.repair,Dallas,TX,,,,,1,"Semi truck repair; diesel engine diagnostics; trailer repair; roadside assistance; 24/7 across Dallas and Fort Worth","Semi and trailer repair with diesel engine diagnostics across the DFW metroplex, the largest inland freight market in Texas.","(no public evidence)","(no public evidence)","Covers Dallas, Fort Worth and surrounding areas with 24/7 semi truck, diesel and trailer service.",https://texastruck.repair/,"Name/city/services: search-verified. Phone/email: NOT VERIFIED.",Not started,,Verify phone; find owner name
139,B,6,Goodys Fleet Solutions (Atlanta),goodysfleetsolutions.com,Atlanta,GA,,,,,2+,"Truck and trailer repair; on-site fleet maintenance","Same operator as the Tampa entry — confirm whether the Atlanta site is a separate location. Multi-state footprint means multiple vendor statements.","(no public evidence)","(no public evidence)","Extends its Tampa-based fleet operation into North Atlanta.",https://goodysfleetsolutions.com/services/atlanta-truck-and-trailer-repair/,"Name/services: search-verified. NOTE: likely the same company as row 9 — DEDUPE before outreach.",Not started,,DEDUPE against row 9; confirm separate Atlanta location
140,B,6,Kooner FMS,koonerfms.com,Various,US,,,,,Multi,"Mobile and in-shop fleet repair; Class 7 & 8 truck breakdown assistance; truck and trailer repair","States a team of 250+ diesel mechanics across multiple metros — likely above ICP size and may already employ finance staff.","(no public evidence)","(no public evidence)","States a team of over 250 diesel mechanics across multiple metro markets.",https://koonerfms.com/locations/truck-repair-indianapolis | https://koonerfms.com/locations/commercial-truck-repair-assistance-las-vegas,"Name/scale/services: search-verified. HQ/phone/email: NOT VERIFIED.",Not started,,"LIKELY ABOVE ICP — verify whether they employ a controller before spending time"
141,C,5,National Fleet Management,nationalfleetmgt.com,Indianapolis,IN,,,,,Multi,"Fleet service; truck repair; RV repairs; bus repairs","Multi-location fleet management operation; broad vehicle mix implies broad vendor set.","(no public evidence)","(no public evidence)","NEEDS RESEARCH — confirm HQ, location count and whether finance is centralised.",https://www.nationalfleetmgt.com/locations/indianapolis-in | https://www.nationalfleetmgt.com/locations/charlotte-nc,"Name/services/multi-location: search-verified. Everything else: NOT VERIFIED.",Not started,,Confirm size and whether a controller exists before outreach
142,C,5,Epika Fleet Services,epikafleet.com,Various,US,,,,,Many,"Commercial truck repair; diesel diagnostics; powertrain; trailer repair; mobile service","Large multi-brand roll-up operating in many metros — almost certainly above ICP and staffed with finance personnel.","(no public evidence)","(no public evidence)","Operates a branded network across many US metros under the Epika umbrella.",https://www.epikafleet.com/heavy-duty-truck-repair-atlanta-georgia/ | https://www.epikafleet.com/heavy-duty-truck-repair-chicago-illinois/,"Name/scale/services: search-verified. Everything else: NOT VERIFIED.",Not started,,"LIKELY ABOVE ICP (roll-up with central finance) — deprioritize for validation"
143,C,5,Fast Track Mobile Truck Repair,fasttrackmobiletruckrepair.com,Indianapolis,IN,,,,,1,"Mobile repair on semis, heavy-duty trucks and trailers; licensed and bonded","Mechanics with 15+ years certified experience; sub-one-hour emergency response across Indianapolis.","(no public evidence)","(no public evidence)","Average emergency response time in the Indianapolis area is typically under one hour.",https://fasttrackmobiletruckrepair.com/,"Name/city/services/tenure: search-verified. Phone/email: NOT VERIFIED.","LOWER PRIORITY — appears mobile-only; confirm parts volume before contacting",,Confirm whether they have a fixed shop and meaningful parts spend
144,C,5,Wasatch Mobile Diesel Repair,UNKNOWN,Salt Lake City,UT,,,,,1,"24 hour mobile service; heavy duty trucks, trailers, tires and reefers","Covers reefers and tires in addition to trucks — three vendor channels; but appears mobile-only.","(no public evidence)","(no public evidence)","Covers heavy-duty trucks, trailers, tires and reefers on a 24-hour mobile basis.",https://www.findtruckservice.com/Semi/Mobile/Truck+Repair/UT/Salt+Lake+City/,"Name/city/services: from directory. Website/phone/email: NOT VERIFIED.","LOWER PRIORITY — appears mobile-only",,Find website; confirm fixed shop and parts volume
145,C,5,Minneapolis Mobile Truck Repair,minneapolistruckrepair.com,Minneapolis,MN,(612) 887-9161,,,,1,"Diesel engine repair; big rig fleet maintenance and repair","Positions as the area's leading choice for big rig fleet maintenance; diesel engine work carries high core values.","(no public evidence)","(no public evidence)","Positions itself as the Minneapolis area's number one choice for big rig fleet maintenance.",https://minneapolistruckrepair.com/,"Name/city/phone/services: search-verified. Email: NOT VERIFIED.","LOWER PRIORITY — confirm fixed shop vs mobile-only",,Confirm fixed shop; verify phone
146,C,5,Pro On Site Inc,proonsiteinc.com,Sacramento,CA,,,,,1,"24/7 mobile fleet service; fleet vehicles and medium to heavy-duty trucks","Operating since 2017 as a dedicated fleet service provider in the Sacramento corridor.","(no public evidence)","(no public evidence)","Serving Sacramento as a 24/7 mobile fleet service specialist since 2017.",https://www.proonsiteinc.com/,"Name/city/tenure/services: search-verified. Phone/email: NOT VERIFIED.","LOWER PRIORITY — appears mobile-only",,Confirm fixed shop and parts volume
147,C,5,Truck Trailer Mobile Service Inc,trucktrailermobile.com,Sacramento,CA,,,,,1,"Fleet services; expert diesel technicians for servicing and repairing fleets","Operates M-F 6:00am to 11:00pm plus 24/7 emergency — a 17-hour service day implies high throughput.","(no public evidence)","(no public evidence)","Operates Monday through Friday from 6:00 am to 11:00 pm with 24-hour emergency road calls.",https://trucktrailermobile.com/,"Name/city/hours/services: search-verified. Phone/email: NOT VERIFIED.","LOWER PRIORITY — confirm fixed shop",,Confirm fixed shop; verify phone
148,C,5,Mega Truck & Trailer Repair,UNKNOWN,Fontana,CA,,,,,1,"Truck and trailer repair","Located in Fontana, the densest truck corridor in the western US.","(no public evidence)","(no public evidence)","NEEDS RESEARCH — only a directory listing surfaced. Do not send until verified.",https://www.truckstopsandservices.com/location_details.php?id=37200,"Name/city: from directory listing only. Everything else: NOT VERIFIED.",Not started,,Find website and phone; verify the business is still operating
149,C,5,ALBQ Mobile Truck Repair,albuquerquetruckrepair.com,Albuquerque,NM,(505) 587-1709,,,,1,"Mobile diesel service; OEM diagnostics for Cummins, Detroit Diesel, Paccar, International and Volvo","Carries OEM diagnostic tools for five engine makes — implies accounts across multiple OEM dealer parts counters, each with its own statement and core rules.","Multiple OEM dealer counters implied by Cummins, Detroit Diesel, Paccar, International and Volvo diagnostics","(no public evidence)","Their service truck carries OEM diagnostic tools for Cummins, Detroit Diesel, Paccar, International and Volvo.",https://albuquerquetruckrepair.com/,"Name/city/phone/services: search-verified. Email: NOT VERIFIED.","LOWER PRIORITY — appears mobile-only, but multi-OEM tooling suggests real parts spend",,Confirm fixed shop and parts volume; verify phone
150,C,5,Baldwin Truck & Trailer Repair,UNKNOWN,Amarillo,TX,,,,,1,"Truck and trailer repair","Truck and trailer repair on the I-40 corridor through the Texas panhandle.","(no public evidence)","(no public evidence)","NEEDS RESEARCH — only a passing mention surfaced. Do not send until verified.",https://www.yelp.com/search?cflt=truckrepair&find_loc=Amarillo%2C+TX,"Name/city: from search summary only. Everything else: NOT VERIFIED.",Not started,,Find website and phone; verify the business is still operating
